codigo_cola,anio,tipo,fabricante,modelo,motores,asientos,velocidad,tipo_motor
N392SW,1994,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N393AA,1994,De rotor,BELL,230,2,11,NA,Turboeje
N393DA,2000,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N393HA,2013,Ala fija multimotor,AIRBUS,A330-243,2,377,NA,Turboventilador
N39415,2008,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N39416,2008,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N39418,2008,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N39423,2008,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N39450,2012,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N39461,2012,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N39463,2012,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N39475,2013,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N394AA,2007,Ala fija monomotor,AVIAT AIRCRAFT INC,A-1B,1,2,NA,Recíproco
N394DA,2000,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N394DL,1995,Ala fija multimotor,BOEING,767-324,2,269,NA,Turboventilador
N394SW,1994,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N395DN,2000,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N395HA,2013,Ala fija multimotor,AIRBUS,A330-243,2,377,NA,Turboventilador
N395SW,1994,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N396DA,2000,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N396SW,1994,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N39726,1999,Ala fija multimotor,BOEING,737-724,2,149,NA,Turboreactor
N39728,1999,Ala fija multimotor,BOEING,737-724,2,149,NA,Turboreactor
N397AA,1985,Ala fija monomotor,STEWART MACO,FALCON XP,1,2,NA,Recíproco
N397DA,2000,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N397SW,1995,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N398AA,NA,Ala fija multimotor,LEARJET INC,60,2,11,NA,Turboventilador
N398CA,2003,Ala fija multimotor,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turboventilador
N398DA,2000,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N398SW,1995,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N399DA,2000,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N399WN,1995,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N400WN,2001,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N401UA,1993,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N401WN,2001,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N402AS,2012,Ala fija multimotor,BOEING,737-990ER,2,222,NA,Turboventilador
N402UA,1993,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N402WN,2001,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N403AS,2012,Ala fija multimotor,BOEING,737-990ER,2,222,NA,Turboventilador
N403UA,1993,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N403WN,2001,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N404UA,1993,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N404WN,2001,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N405UA,1993,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N405WN,2001,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N406UA,1994,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N406US,1988,Ala fija multimotor,BOEING,737-401,2,149,NA,Turboreactor
N406WN,2001,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N407AS,2012,Ala fija multimotor,BOEING,737-990ER,2,222,NA,Turboventilador
N407UA,1994,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N407WN,2001,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N408AS,2012,Ala fija multimotor,BOEING,737-990ER,2,222,NA,Turboventilador
N408UA,1994,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N408WN,2001,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N409AS,2013,Ala fija multimotor,BOEING,737-990ER,2,222,NA,Turboventilador
N409UA,1994,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N409US,1988,Ala fija multimotor,BOEING,737-401,2,149,NA,Turboreactor
N409WN,2001,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N410UA,1994,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N410WN,2001,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N41104,2002,Ala fija multimotor,EMBRAER,EMB-145XR,2,55,NA,Turboventilador
N41135,1999,Ala fija multimotor,BOEING,757-224,2,178,NA,Turboreactor
N41140,2000,Ala fija multimotor,BOEING,757-224,2,178,NA,Turboreactor
N411UA,1994,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N411WN,2001,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N412UA,1994,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N412WN,2001,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N413AS,2013,Ala fija multimotor,BOEING,737-990ER,2,222,NA,Turboventilador
N413UA,1994,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N413WN,2001,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N414UA,1994,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N414WN,2001,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N415UA,1994,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N415WN,2001,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N416UA,1994,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N416WN,2001,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N417UA,1994,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N417WN,2001,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N418UA,1994,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N418WN,2001,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N419AS,2013,Ala fija multimotor,BOEING,737-990ER,2,222,NA,Turboventilador
N419UA,1994,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N419US,1989,Ala fija multimotor,BOEING,737-401,2,149,NA,Turboreactor
N419WN,2001,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N420UA,1994,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N420US,1989,Ala fija multimotor,BOEING,737-401,2,149,NA,Turboreactor
N420WN,2001,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N421LV,2001,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N421UA,1994,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N422UA,1995,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N422WN,2002,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N423AS,2013,Ala fija multimotor,BOEING,737-990ER,2,222,NA,Turboventilador
N423UA,1995,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N423WN,2002,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N424AA,1986,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N424UA,1995,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N424WN,2002,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N425AA,1968,Ala fija monomotor,PIPER,PA-28-180,1,4,107,Recíproco
N425LV,2002,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N425UA,1995,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N426AA,1986,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N426UA,1995,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N426WN,2002,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N427SW,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N427UA,1995,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N427US,1989,Ala fija multimotor,BOEING,737-4B7,2,149,NA,Turboventilador
N427WN,2002,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N428UA,1995,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N428WN,2002,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N429UA,1995,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N429WN,2002,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N430UA,1996,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N430US,1989,Ala fija multimotor,BOEING,737-4B7,2,149,NA,Turboventilador
N430WN,2002,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N431AS,2013,Ala fija multimotor,BOEING,737-990ER,2,222,NA,Turboventilador
N431UA,1996,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N431WN,2002,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N432UA,1996,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N432US,1990,Ala fija multimotor,BOEING,737-4B7,2,149,NA,Turboventilador
N432WN,2003,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N433AA,1987,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turboventilador
N433AS,2013,Ala fija multimotor,BOEING,737-990ER,2,222,NA,Turboventilador
N433LV,2003,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N433UA,1996,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N433US,1990,Ala fija multimotor,BOEING,737-4B7,2,149,NA,Turboventilador
N434AA,1987,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turboventilador
N434UA,1996,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N434US,1990,Ala fija multimotor,BOEING,737-4B7,2,149,NA,Turboventilador
N434WN,2003,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N435AA,1987,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turboventilador
N435AS,2013,Ala fija multimotor,BOEING,737-990ER,2,222,NA,Turboventilador
N435UA,1996,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N435US,1990,Ala fija multimotor,BOEING,737-4B7,2,149,NA,Turboventilador
N435WN,2003,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N436AA,1987,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turboventilador
N436UA,1996,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N436WN,2003,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N437AA,1987,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turboventilador
N437UA,1997,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N437WN,2003,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N438AA,1987,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turboventilador
N438UA,1997,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N438US,1990,Ala fija multimotor,BOEING,737-4B7,2,149,NA,Turboventilador
N438WN,2003,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N439AA,1987,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turboventilador
N439UA,1997,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N439US,1990,Ala fija multimotor,BOEING,737-4B7,2,149,NA,Turboventilador
N439WN,2003,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N440AS,2013,Ala fija multimotor,BOEING,737-990ER,2,222,NA,Turboventilador
N440LV,2003,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N440UA,1997,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N440US,1990,Ala fija multimotor,BOEING,737-4B7,2,149,NA,Turboventilador
N441UA,1997,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N441US,1990,Ala fija multimotor,BOEING,737-4B7,2,149,NA,Turboventilador
N441WN,2003,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N442AS,2013,Ala fija multimotor,BOEING,737-990ER,2,222,NA,Turboventilador
N442UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N442WN,2003,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N443UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N443US,1990,Ala fija multimotor,BOEING,737-4B7,2,149,NA,Turboventilador
N443WN,2003,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N444UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N444US,1990,Ala fija multimotor,BOEING,737-4B7,2,149,NA,Turboventilador
N444WN,2003,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N445UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N445WN,2003,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N446UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N446WN,2003,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N447UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N447WN,2003,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N448UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N448WN,2003,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N449UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N449US,1990,Ala fija multimotor,BOEING,737-4B7,2,149,NA,Turboventilador
N449WN,2003,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N450UW,1990,Ala fija multimotor,BOEING,737-4B7,2,149,NA,Turboventilador
N450WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N451UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N451WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N452UA,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N452UW,1991,Ala fija multimotor,BOEING,737-4B7,2,149,NA,Turboventilador
N452WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N453UA,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N453UW,1991,Ala fija multimotor,BOEING,737-4B7,2,149,NA,Turboventilador
N453WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N45440,2009,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N454AA,1987,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N454UA,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N454WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N455AA,1988,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N455UA,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N455UW,1991,Ala fija multimotor,BOEING,737-4B7,2,149,NA,Turboventilador
N455WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N456AA,1988,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N456UA,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N456WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N457UA,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N457WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N458UA,2000,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N458WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N45905,2012,Ala fija multimotor,BOEING,787-8,2,260,NA,Turboventilador
N459UA,2000,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N459WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N460UA,2000,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N460UW,1991,Ala fija multimotor,BOEING,737-4B7,2,149,NA,Turboventilador
N460WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N461UA,2000,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N461WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N462UA,2000,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N462WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N463UA,2000,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N463WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N464UA,2000,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N464WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N465UA,2000,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N465WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N466AA,1988,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N466UA,NA,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N466WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N467AA,1988,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N467UA,2000,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N467WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N468AA,1988,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N468UA,2000,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N468WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N469AA,1988,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N469UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N469WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N470AA,1988,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N470UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N470WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N471AA,1988,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N471UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N472AA,1988,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N472UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N472WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N473AA,1988,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N473UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N473WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N47414,2008,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N474UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N474WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N475AA,1988,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N475UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N475WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N476AA,1988,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N476UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N476WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N477AA,1988,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N477UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N477WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N478AA,1988,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N478UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N478WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N479AA,1988,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N479UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N479WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N480AA,1988,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N480UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N480WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N48127,1998,Ala fija multimotor,BOEING,757-224,2,178,NA,Turboreactor
N481AA,1988,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N481UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N481WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N482AA,1988,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N482UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N482WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N483UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N483WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N484AA,1988,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N484UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N484WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N485AA,1988,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N485UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N485WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N486AA,1988,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N486UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N486WN,2004,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N487AA,1988,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N487UA,2002,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
