anio	estado_civil	edad	raza	ingreso	partido	religion	denominacion	horas_tv
2000	Casado	32	Blanca	10000 - 14999	Independiente	Ninguna	No aplica	1
2000	Divorciado	33	Blanca	15000 - 19999	Independiente	Ninguna	No aplica	2
2000	Casado	32	Otra	4000 - 4999	No fuertemente demócrata	Católica	No aplica	NA
2000	Divorciado	33	Blanca	No aplica	Fuertemente republicano	Protestante	Otras bautistas	2
2000	Divorciado	76	Blanca	No aplica	Ind, pro dem	Protestante	No sabe	NA
2000	Viudo	68	Blanca	No aplica	Ind, pro dem	Protestante	Otras luteranas	12
2000	Casado	35	Otra	10000 - 14999	Independiente	Católica	No aplica	0
2000	Divorciado	48	Blanca	25000 o más	Ind, pro rep	Protestante	Bautistas del sur	NA
2000	Casado	60	Blanca	No aplica	Independiente	Católica	No aplica	4
2000	Nunca se ha casado	19	Blanca	8000 - 9999	Independiente	Ninguna	No aplica	3
2000	Casado	45	Blanca	6000 - 6999	Independiente	Católica	No aplica	4
2000	Casado	29	Blanca	15000 - 19999	No fuertemente republicano	Protestante	Otras bautistas	1
2000	Nunca se ha casado	36	Blanca	25000 o más	Ind, pro dem	Protestante	Iglesia metodista unida	3
2000	Viudo	61	Blanca	Se niega a responder	No fuertemente republicano	Protestante	Otra	2
2000	Casado	41	Blanca	20000 - 24999	No fuertemente republicano	Protestante	No denominacional	3
2000	Nunca se ha casado	30	Otra	25000 o más	Independiente	Católica	No aplica	NA
2000	Viudo	70	Blanca	15000 - 19999	Ind, pro dem	Católica	No aplica	4
2000	Casado	62	Blanca	10000 - 14999	No fuertemente republicano	Protestante	Iglesia luterana americana	NA
2000	Casado	53	Blanca	Se niega a responder	No fuertemente republicano	Protestante	Iglesia metodista unida	1
2000	Casado	36	Blanca	25000 o más	No fuertemente republicano	Católica	No aplica	1
2000	Casado	76	Blanca	No aplica	Fuertemente demócrata	Protestante	Iglesia metodista unida	4
2000	Casado	45	Blanca	20000 - 24999	Fuertemente republicano	Católica	No aplica	2
2000	Casado	63	Blanca	Se niega a responder	Fuertemente republicano	Católica	No aplica	NA
2000	Viudo	83	Blanca	No aplica	Ind, pro rep	Protestante	Iglesia metodista unida	6
2000	Casado	45	Blanca	25000 o más	Ind, pro rep	Católica	No aplica	NA
2000	Casado	59	Blanca	Se niega a responder	Fuertemente republicano	Católica	No aplica	1
2000	Casado	39	Blanca	25000 o más	No fuertemente demócrata	Ninguna	No aplica	2
2000	Nunca se ha casado	42	Blanca	25000 o más	Independiente	Protestante	Bautista, no sabe cuál	8
2000	Nunca se ha casado	66	Blanca	6000 - 6999	No fuertemente republicano	Católica	No aplica	3
2000	Viudo	81	Blanca	No aplica	Fuertemente demócrata	Protestante	No denominacional	8
2000	Casado	71	Blanca	No aplica	No fuertemente republicano	Protestante	Evangélica luterana	2
2000	Divorciado	40	Blanca	4000 - 4999	No fuertemente demócrata	Ninguna	No aplica	NA
2000	Casado	29	Otra	15000 - 19999	Otro partido	Protestante	No denominacional	NA
2000	Casado	60	Blanca	25000 o más	Ind, pro rep	Protestante	Episcopal	NA
2000	Casado	40	Blanca	25000 o más	Independiente	Protestante	Sínodo luterano	2
2000	Viudo	84	Blanca	No aplica	No fuertemente republicano	Protestante	Episcopal	3
2000	Casado	53	Blanca	25000 o más	No fuertemente republicano	Protestante	Presbiteriana, fusionadas	1
2000	Viudo	68	Otra	No aplica	Fuertemente republicano	Protestante	No denominacional	4
2000	Casado	21	Negra	5000 - 5999	Ind, pro rep	Protestante	Otra	NA
2000	Nunca se ha casado	20	Blanca	4000 - 4999	Ind, pro rep	Católica	No aplica	NA
2000	Casado	57	Blanca	25000 o más	Fuertemente demócrata	Protestante	Episcopal	2
2000	Casado	85	Blanca	No aplica	Fuertemente republicano	Protestante	Sínodo luterano	NA
2000	Viudo	64	Blanca	25000 o más	Ind, pro rep	Protestante	Otra	3
2000	Casado	73	Blanca	No aplica	No fuertemente republicano	Protestante	Presbiteriana, fusionadas	NA
2000	Divorciado	30	Blanca	No aplica	Independiente	Ninguna	No aplica	2
2000	Casado	43	Blanca	5000 - 5999	No fuertemente republicano	Protestante	Presbiteriana, fusionadas	0
2000	Divorciado	38	Blanca	25000 o más	No fuertemente republicano	Ninguna	No aplica	1
2000	Casado	54	Blanca	25000 o más	No fuertemente republicano	Protestante	Episcopal	3
2000	Casado	46	Blanca	8000 - 9999	Ind, pro rep	Protestante	No denominacional	3
2000	Casado	68	Blanca	No aplica	Independiente	Protestante	No denominacional	3
2000	Viudo	74	Blanca	No aplica	Ind, pro dem	Protestante	Otra	NA
2000	Viudo	85	Blanca	No aplica	No fuertemente republicano	Protestante	Sínodo luterano	NA
2000	Nunca se ha casado	26	Blanca	20000 - 24999	No fuertemente republicano	Protestante	Otra	NA
2000	Nunca se ha casado	21	Otra	7000 - 7999	Independiente	Católica	No aplica	NA
2000	Divorciado	52	Blanca	25000 o más	Ind, pro rep	Ninguna	No aplica	NA
2000	Separado	31	Blanca	25000 o más	No fuertemente republicano	Protestante	Episcopal	NA
2000	Casado	33	Otra	25000 o más	Independiente	Budismo	No aplica	4
2000	Casado	42	Blanca	25000 o más	No fuertemente republicano	Protestante	Iglesia metodista unida	11
2000	Nunca se ha casado	35	Otra	25000 o más	No fuertemente demócrata	Católica	No aplica	NA
2000	Viudo	83	Blanca	No aplica	No fuertemente republicano	Protestante	Iglesia luterana americana	5
2000	Casado	48	Blanca	25000 o más	Ind, pro rep	Protestante	Iglesia metodista unida	2
2000	Nunca se ha casado	37	Blanca	20000 - 24999	No fuertemente demócrata	Protestante	Otras bautistas	3
2000	Viudo	64	Blanca	20000 - 24999	No fuertemente demócrata	Protestante	Iglesia metodista unida	2
2000	Nunca se ha casado	40	Blanca	25000 o más	No fuertemente demócrata	Protestante	Evangélica luterana	NA
2000	Casado	73	Blanca	No aplica	Otro partido	Protestante	Otra	6
2000	Casado	67	Blanca	No aplica	No fuertemente demócrata	Protestante	Iglesia luterana americana	NA
2000	Casado	31	Blanca	25000 o más	Fuertemente republicano	Protestante	Otra	1
2000	Divorciado	32	Blanca	25000 o más	No fuertemente demócrata	Protestante	Otra	4
2000	Casado	37	Blanca	10000 - 14999	Ind, pro dem	Ninguna	No aplica	2
2000	Viudo	87	Blanca	No aplica	Independiente	Protestante	Otra	0
2000	Nunca se ha casado	19	Blanca	6000 - 6999	Independiente	Protestante	Otra	0
2000	Nunca se ha casado	42	Blanca	20000 - 24999	Independiente	Cristiana ortodoxa	No aplica	NA
2000	Casado	54	Blanca	No aplica	Independiente	Ninguna	No aplica	10
2000	Separado	56	Blanca	10000 - 14999	Independiente	Protestante	Iglesia metodista unida	0
2000	Divorciado	41	Blanca	8000 - 9999	Fuertemente demócrata	Protestante	Unión presbiteriana de iglesias	2
2000	Nunca se ha casado	30	Blanca	25000 o más	Fuertemente republicano	Protestante	No denominacional	NA
2000	Casado	40	Blanca	20000 - 24999	Fuertemente republicano	Protestante	Iglesia metodista unida	NA
2000	Casado	48	Blanca	Se niega a responder	No fuertemente demócrata	Protestante	No denominacional	2
2000	Casado	60	Blanca	7000 - 7999	No fuertemente demócrata	Protestante	Otra	4
2000	Casado	61	Blanca	No aplica	Independiente	Protestante	Otra	3
2000	Viudo	33	Blanca	25000 o más	Independiente	Ninguna	No aplica	3
2000	Viudo	61	Blanca	15000 - 19999	No fuertemente demócrata	Protestante	Otra	NA
2000	Casado	50	Blanca	20000 - 24999	Fuertemente republicano	Católica	No aplica	NA
2000	Casado	79	Blanca	No aplica	No fuertemente republicano	Protestante	Otra	NA
2000	Nunca se ha casado	27	Blanca	8000 - 9999	No fuertemente republicano	Protestante	No denominacional	NA
2000	Nunca se ha casado	22	Blanca	15000 - 19999	No fuertemente demócrata	Protestante	Episcopal	4
2000	Casado	54	Blanca	No aplica	No fuertemente demócrata	Católica	No aplica	3
2000	Casado	32	Blanca	10000 - 14999	Ind, pro rep	Católica	No aplica	3
2000	Nunca se ha casado	48	Blanca	Menos de 1000	Fuertemente demócrata	Protestante	Iglesia metodista unida	2
2000	Casado	66	Blanca	6000 - 6999	Ind, pro rep	Protestante	Bautista, no sabe cuál	2
2000	Casado	31	Blanca	15000 - 19999	Ind, pro dem	Protestante	Metodista, no sabe cuál	2
2000	Casado	69	Negra	No aplica	Fuertemente demócrata	Protestante	Bautista, no sabe cuál	3
2000	Casado	51	Negra	3000 - 3999	Ind, pro dem	Protestante	Iglesias bautistas de EEUU	3
2000	Divorciado	50	Negra	15000 - 19999	Independiente	Protestante	Bautista, no sabe cuál	NA
2000	Divorciado	34	Blanca	25000 o más	Ind, pro rep	Ninguna	No aplica	NA
2000	Divorciado	38	Blanca	25000 o más	Ind, pro rep	Otra	No aplica	NA
2000	Casado	57	Blanca	20000 - 24999	No fuertemente republicano	Protestante	Otra	2
2000	Casado	45	Blanca	10000 - 14999	No fuertemente republicano	Protestante	Asociación bautista estadounidense	1
2000	Casado	42	Blanca	10000 - 14999	No fuertemente demócrata	Protestante	Unión presbiteriana de iglesias	2
2000	Casado	36	Blanca	15000 - 19999	No fuertemente republicano	Protestante	Bautistas del sur	1
2000	Viudo	82	Blanca	Sin respuesta	Ind, pro rep	Protestante	Iglesia metodista unida	4
2000	Nunca se ha casado	30	Blanca	10000 - 14999	Ind, pro dem	Protestante	Bautista, no sabe cuál	3
2000	Divorciado	82	Blanca	No aplica	Independiente	Protestante	Iglesia metodista unida	NA
2000	Viudo	79	Blanca	No aplica	Ind, pro rep	Protestante	Bautista, no sabe cuál	5
2000	Nunca se ha casado	68	Blanca	No aplica	Ind, pro dem	Protestante	Bautistas del sur	2
2000	Viudo	77	Blanca	No aplica	Fuertemente demócrata	Católica	No aplica	3
2000	Divorciado	70	Blanca	No aplica	No fuertemente demócrata	Protestante	Bautistas del sur	2
2000	Nunca se ha casado	66	Blanca	No aplica	Fuertemente demócrata	Protestante	Iglesia metodista unida	NA
2000	Casado	55	Blanca	No aplica	Ind, pro rep	Protestante	Otra	2
2000	Divorciado	45	Blanca	Menos de 1000	Ind, pro dem	Protestante	No denominacional	8
2000	Divorciado	42	Blanca	10000 - 14999	No fuertemente republicano	Protestante	Bautistas del sur	2
2000	Viudo	89	Blanca	No aplica	Fuertemente republicano	Protestante	Otra	2
2000	Divorciado	83	Blanca	No aplica	Independiente	Protestante	Otras bautistas	3
2000	Viudo	85	Blanca	No aplica	No fuertemente republicano	Protestante	Otra	NA
2000	Nunca se ha casado	19	Blanca	15000 - 19999	Independiente	Protestante	Bautistas del sur	NA
2000	Separado	28	Blanca	No aplica	Independiente	Protestante	Bautistas del sur	NA
2000	Casado	30	Blanca	25000 o más	Fuertemente republicano	Protestante	Otra	5
2000	Casado	37	Blanca	No aplica	Fuertemente republicano	Protestante	No denominacional	NA
2000	Nunca se ha casado	21	Blanca	Menos de 1000	Ind, pro rep	Ninguna	No aplica	3
2000	Casado	19	Blanca	No aplica	Independiente	Protestante	Asociación bautista estadounidense	NA
2000	Nunca se ha casado	24	Blanca	15000 - 19999	No fuertemente republicano	Ninguna	No aplica	4
2000	Casado	45	Blanca	20000 - 24999	Ind, pro rep	Protestante	No denominacional	2
2000	Nunca se ha casado	41	Blanca	Sin respuesta	Ind, pro dem	Protestante	Otra presbiteriana	1
2000	Casado	70	Blanca	3000 - 3999	Independiente	Protestante	No denominacional	2
2000	Casado	60	Blanca	No aplica	No fuertemente demócrata	Protestante	Bautistas del sur	NA
2000	Casado	47	Blanca	No aplica	Fuertemente demócrata	Protestante	Bautistas del sur	12
2000	Divorciado	47	Blanca	8000 - 9999	Independiente	Ninguna	No aplica	4
2000	Casado	36	Blanca	25000 o más	No fuertemente demócrata	Protestante	Bautista, no sabe cuál	NA
2000	Casado	23	Blanca	10000 - 14999	No fuertemente demócrata	Protestante	Otra	NA
2000	Divorciado	55	Blanca	20000 - 24999	No fuertemente republicano	Católica	No aplica	NA
2000	Casado	43	Blanca	25000 o más	No fuertemente republicano	Protestante	Bautistas del sur	NA
2000	Casado	28	Blanca	No aplica	No fuertemente republicano	Protestante	Sínodo luterano	10
2000	Viudo	79	Blanca	No aplica	Fuertemente demócrata	Protestante	Bautistas del sur	8
2000	Casado	53	Blanca	No aplica	No fuertemente republicano	Protestante	Bautistas del sur	NA
2000	Casado	40	Blanca	25000 o más	Fuertemente republicano	Protestante	Bautistas del sur	2
2000	Casado	38	Blanca	25000 o más	Fuertemente republicano	Protestante	Iglesia metodista unida	NA
2000	Casado	37	Blanca	25000 o más	Ind, pro dem	Inter o no confesional	No aplica	1
2000	Casado	39	Negra	20000 - 24999	Ind, pro rep	Protestante	Otras bautistas	4
2000	Nunca se ha casado	19	Blanca	No aplica	No fuertemente demócrata	Protestante	Bautista, no sabe cuál	2
2000	Casado	39	Blanca	25000 o más	No fuertemente republicano	Protestante	Bautista, no sabe cuál	2
2000	Casado	54	Blanca	No aplica	Fuertemente demócrata	Protestante	Iglesia metodista unida	4
2000	Casado	31	Blanca	15000 - 19999	Ind, pro dem	Protestante	Bautistas del sur	NA
2000	Divorciado	55	Blanca	25000 o más	No fuertemente demócrata	Protestante	Bautistas del sur	3
2000	Casado	50	Blanca	10000 - 14999	Fuertemente demócrata	Protestante	Iglesia metodista unida	NA
2000	Casado	36	Blanca	25000 o más	Fuertemente republicano	Protestante	Iglesia metodista unida	0
2000	Casado	40	Blanca	No aplica	Ind, pro dem	Inter o no confesional	No aplica	3
2000	Casado	51	Negra	25000 o más	No fuertemente republicano	Protestante	Otra	1
2000	Casado	38	Blanca	20000 - 24999	Independiente	Protestante	Bautista, no sabe cuál	3
2000	Viudo	63	Blanca	20000 - 24999	Independiente	Protestante	Bautista, no sabe cuál	NA
2000	Casado	31	Blanca	25000 o más	No fuertemente republicano	Ninguna	No aplica	NA
2000	Casado	36	Blanca	25000 o más	No fuertemente republicano	Protestante	Bautistas del sur	3
2000	Casado	32	Blanca	No aplica	No fuertemente republicano	Protestante	Bautistas del sur	2
2000	Casado	39	Blanca	Sin respuesta	No fuertemente republicano	Protestante	Bautistas del sur	1
2000	Casado	68	Blanca	No aplica	Independiente	Protestante	Otra	2
2000	Divorciado	35	Blanca	25000 o más	No fuertemente republicano	Protestante	Iglesia metodista unida	2
2000	Viudo	81	Blanca	No aplica	Fuertemente demócrata	Protestante	Bautistas del sur	8
2000	Divorciado	58	Blanca	25000 o más	Ind, pro rep	Protestante	Otra	2
2000	Casado	35	Blanca	25000 o más	No fuertemente republicano	Católica	No aplica	0
2000	Divorciado	54	Blanca	25000 o más	No fuertemente republicano	Protestante	Iglesia metodista unida	NA
2000	Casado	59	Blanca	25000 o más	Fuertemente demócrata	Católica	No aplica	3
2000	Divorciado	46	Blanca	5000 - 5999	No fuertemente demócrata	Protestante	Otra	4
2000	Viudo	80	Blanca	8000 - 9999	Ind, pro dem	Católica	No aplica	NA
2000	Casado	72	Blanca	No aplica	Fuertemente demócrata	Protestante	Iglesia metodista unida	3
2000	Casado	73	Blanca	25000 o más	Independiente	Protestante	Otra	NA
2000	Casado	31	Blanca	Se niega a responder	Independiente	Católica	No aplica	3
2000	Divorciado	58	Blanca	25000 o más	Fuertemente republicano	Protestante	Otra	NA
2000	Viudo	39	Blanca	No aplica	Independiente	Protestante	Otra	2
2000	Separado	34	Blanca	No aplica	No fuertemente republicano	Protestante	Bautistas del sur	1
2000	Casado	52	Blanca	8000 - 9999	Ind, pro rep	Protestante	Iglesia metodista unida	5
2000	Nunca se ha casado	28	Otra	25000 o más	Fuertemente republicano	Ninguna	No aplica	NA
2000	Nunca se ha casado	25	Blanca	6000 - 6999	Fuertemente republicano	Protestante	Otra	NA
2000	Divorciado	22	Blanca	10000 - 14999	Fuertemente republicano	Protestante	Otras bautistas	2
2000	Divorciado	64	Blanca	3000 - 3999	Ind, pro dem	Ninguna	No aplica	2
2000	Nunca se ha casado	30	Blanca	20000 - 24999	Independiente	Ninguna	No aplica	4
2000	Nunca se ha casado	21	Blanca	10000 - 14999	Ind, pro rep	Protestante	Otra	NA
2000	Casado	72	Blanca	No aplica	Independiente	Protestante	Otras bautistas	0
2000	Casado	45	Blanca	25000 o más	No fuertemente republicano	Protestante	Bautistas del sur	1
2000	Casado	68	Blanca	No sabe	Ind, pro dem	Protestante	Otras metodistas	NA
2000	Casado	72	Blanca	8000 - 9999	Ind, pro rep	Protestante	Otras bautistas	2
2000	Casado	43	Blanca	20000 - 24999	Independiente	Protestante	Bautistas del sur	NA
2000	Casado	27	Blanca	No aplica	No fuertemente demócrata	Protestante	Bautistas del sur	0
2000	Casado	47	Blanca	10000 - 14999	Independiente	Protestante	Iglesia metodista unida	NA
2000	Casado	30	Blanca	25000 o más	Fuertemente republicano	Católica	No aplica	NA
2000	Viudo	61	Negra	Se niega a responder	No fuertemente demócrata	Protestante	Convención nacional bautista de EEUU	5
2000	Casado	74	Blanca	No aplica	No fuertemente demócrata	Protestante	Iglesia metodista unida	4
2000	Divorciado	27	Blanca	20000 - 24999	Independiente	Protestante	Bautista, no sabe cuál	1
2000	Viudo	86	Blanca	No aplica	Fuertemente demócrata	Protestante	Otras bautistas	NA
2000	Viudo	78	Blanca	No aplica	No fuertemente demócrata	Ninguna	No aplica	0
2000	Viudo	78	Blanca	10000 - 14999	Fuertemente demócrata	Protestante	Bautistas del sur	1
2000	Casado	54	Blanca	25000 o más	Otro partido	Ninguna	No aplica	0
2000	Nunca se ha casado	23	Blanca	No aplica	Otro partido	Ninguna	No aplica	NA
2000	Casado	45	Blanca	25000 o más	No fuertemente demócrata	Ninguna	No aplica	2
2000	Nunca se ha casado	33	Blanca	25000 o más	No fuertemente demócrata	Ninguna	No aplica	NA
2000	Viudo	69	Blanca	10000 - 14999	Independiente	Protestante	Otra	NA
2000	Nunca se ha casado	19	Blanca	1000 - 2999	Fuertemente demócrata	Ninguna	No aplica	0
2000	Casado	53	Blanca	25000 o más	Ind, pro dem	Ninguna	No aplica	NA
2000	Divorciado	39	Blanca	25000 o más	Fuertemente demócrata	Protestante	Otra	1
2000	Casado	29	Blanca	15000 - 19999	Independiente	Protestante	Otras bautistas	1
2000	Separado	30	Blanca	Se niega a responder	Independiente	Ninguna	No aplica	NA
2000	Nunca se ha casado	58	Blanca	15000 - 19999	Ind, pro dem	Ninguna	No aplica	NA
2000	Divorciado	52	Blanca	25000 o más	Ind, pro dem	Protestante	Episcopal	0
2000	Casado	45	Blanca	25000 o más	Fuertemente demócrata	Protestante	Bautista, no sabe cuál	1
2000	Viudo	72	Blanca	No aplica	No fuertemente republicano	Protestante	Iglesia presbiteriana de los EEUU	2
2000	Casado	75	Blanca	Se niega a responder	Independiente	Protestante	Iglesia metodista unida	NA
2000	Nunca se ha casado	22	Blanca	No aplica	No fuertemente republicano	Protestante	Iglesia presbiteriana de los EEUU	2
2000	Casado	31	Negra	25000 o más	Independiente	Protestante	Bautista, no sabe cuál	NA
2000	Divorciado	65	Blanca	No aplica	No fuertemente republicano	Protestante	Bautistas del sur	NA
2000	Casado	54	Negra	Se niega a responder	Fuertemente demócrata	Protestante	Bautistas del sur	1
2000	Casado	53	Blanca	Se niega a responder	Fuertemente demócrata	Protestante	Otra	2
2000	Casado	39	Negra	25000 o más	Fuertemente demócrata	Protestante	Bautista, no sabe cuál	NA
2000	Casado	81	Blanca	No aplica	Fuertemente demócrata	Protestante	Iglesia metodista unida	NA
2000	Casado	75	Blanca	No aplica	Ind, pro dem	Protestante	Bautistas del sur	NA
2000	Viudo	70	Blanca	No aplica	Independiente	Protestante	Bautistas del sur	2
2000	Viudo	73	Blanca	No aplica	No fuertemente demócrata	Protestante	Bautistas del sur	2
2000	Viudo	89	Blanca	No aplica	Fuertemente demócrata	Protestante	Bautistas del sur	2
